client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
0f9f668ac2dbf4c64682a8f802d3b00d6813fe62c37ded37be8363f3ffaf25571b9e32121a1d993e05bcbf1660ec6a732fc7033f31ff8d2052ee32df1deb8f6a	common_voice_sr_35087568.mp3	c58309527a084f0f9b7bee80fc2375627aeef4d9bed6fe58ccb61e5481d94de5	Ја сам сам!		2	1					sr	
26b77674cae297c76e05c8bee9093259a6b4c06e9e7928d4d1255c5732d46a2392cf205881cad2eddaa45eba430c23e6ee2a7befaf2ff510357151dcf2a98710	common_voice_sr_43532685.mp3	a4c63701fbdd46b834654e9176de4df32efdabf5f7df634f950fe154bc62e221	То ће захтевати далеко већу интеграцију напора.		3	0			Beogradski srpski|Београдски Српски		sr	
628e778ab151ef090db57fc0c49c6d8bde43e7b88af5765ebb94d2c25df4aaed1c66729cb75de2ee2bf18f6462428c3a43502626613e14b583d69d9f5b30f1b5	common_voice_sr_40975917.mp3	4ab2e49b4b05927eac26f784cba0e76c77786261aa41a3464b187895b581dc69	Душевно влакно.		2	0	fifties				sr	
c371a1803b629d9a7f9b2801ca69d42a92c129df22b70a0773d6d3752d716a27a83b173d0a57081d751b137c32a558c64d9a7ca2532e8a1027c8e36395b07e7a	common_voice_sr_43196826.mp3	b1504074aefbd8cb885e32b5d1819c01e3b25eabde39875b62dc88d45c28302f	Комплексан процес рада.		2	0					sr	
db9eeb26b34841ed37365a1e92f39b83b58bf8ca9b52420d3deba94a17400ef75d998ce9a7f02ffcb5db19ada2805042cbd956818c68c86cbfb4f1ddb9d6a0a3	common_voice_sr_40834233.mp3	3e174efb7530a4e2102878f0d7a7edd919430e776728f743a73574c35f0502f3	Хенри се оженио и трећи пут, за краљицу изабравши Џејн Симор		2	0			Srbian Belgrade akcent		sr	
f6ed69a2167d70fa3e2f60fafa706bf8b5fb5b0edb1d3c10f2b749c9254d406a4a5f88b41de8e373f614e42ea2fe0c43b49892f99121209794d829589f1686e5	common_voice_sr_39551728.mp3	53031c3e271312b35a8857b68e10fab64fca15ce559bbf6fe3d3d4f229ea624b	Хрватска је, међутим, направила конкретан напредак.		2	0					sr	
2d58fc9c2fa8c930ac0542e0b5e3812389045e509cf7730706d32093371e0395b97ce353c462cd3e802c455761896e62e9d1bd1f18ce3d819027886024a50479	common_voice_sr_27607049.mp3	5fec78bb70f63b545c2b3358e6ec1c7fec4e156191110de14d9076f34b93f5da	Реци и мени!		3	0					sr	
2d58fc9c2fa8c930ac0542e0b5e3812389045e509cf7730706d32093371e0395b97ce353c462cd3e802c455761896e62e9d1bd1f18ce3d819027886024a50479	common_voice_sr_27607050.mp3	637326a4bd884add99955b9dfdec6b5652b19bcefeb457eadbc59140acd47be1	Хајде, хајде тамо.		3	0					sr	
4c7c196d5dc5168857ee8adfc2d1bb1f0a47211326ae26a68d3ff786912d0e903738cf94f4dddbc9036eaa2bb0d55a5b1a7b54e76debba626f9d3b161591706c	common_voice_sr_40878520.mp3	559fb433358d8a4c0d07f9a79b26a77a7747021a5d74018b2d7e11e807a757b0	Донели смо јакне, џемпере, топлију одећу.		2	1					sr	
4c7c196d5dc5168857ee8adfc2d1bb1f0a47211326ae26a68d3ff786912d0e903738cf94f4dddbc9036eaa2bb0d55a5b1a7b54e76debba626f9d3b161591706c	common_voice_sr_40878522.mp3	3723aba2c97edd128131326a92010fb897f3435d4a68ef543d1a8316d1693820	Међутим, није све тако тмурно, истиче она.		2	0					sr	
